,AAPL,GOOG,MSFT
2024-11-21 14:30:00+00:00,229.375,,417.3500061035156
2024-11-21 14:31:00+00:00,229.41000366210938,,418.3949890136719
2024-11-21 14:32:00+00:00,228.9008026123047,,417.875
2024-11-21 14:33:00+00:00,228.44000244140625,,417.7049865722656
2024-11-21 14:34:00+00:00,228.8000030517578,,417.4949951171875
2024-11-21 14:35:00+00:00,228.2100067138672,,416.20001220703125
2024-11-21 14:36:00+00:00,228.02999877929688,,415.5799865722656
2024-11-21 14:37:00+00:00,227.57310485839844,,415.6199951171875
2024-11-21 14:38:00+00:00,227.21499633789062,,414.5
2024-11-21 14:39:00+00:00,227.19500732421875,,414.80999755859375
2024-11-21 14:40:00+00:00,227.36000061035156,,414.8900146484375
2024-11-21 14:41:00+00:00,227.2100067138672,,414.69000244140625
2024-11-21 14:42:00+00:00,227.08999633789062,,414.135009765625
2024-11-21 14:43:00+00:00,227.1199951171875,,414.2300109863281
2024-11-21 14:44:00+00:00,227.2760009765625,,414.8399963378906
2024-11-21 14:45:00+00:00,227.60000610351562,,414.94000244140625
2024-11-21 14:46:00+00:00,227.72259521484375,,415.2650146484375
2024-11-21 14:48:00+00:00,227.96499633789062,,415.4849853515625
2024-11-21 14:49:00+00:00,228.0,,415.6499938964844
2024-11-21 14:50:00+00:00,227.8000030517578,,416.07000732421875
2024-11-21 14:51:00+00:00,227.7899932861328,,416.2200012207031
2024-11-21 14:52:00+00:00,227.49000549316406,,415.4197998046875
2024-11-21 14:53:00+00:00,227.4600067138672,,415.32000732421875
2024-11-21 14:54:00+00:00,227.48500061035156,,415.3299865722656
2024-11-21 14:55:00+00:00,227.38999938964844,,414.8599853515625
2024-11-21 14:56:00+00:00,227.16000366210938,,414.7799987792969
2024-11-21 14:57:00+00:00,226.9833984375,,414.2774963378906
2024-11-21 14:58:00+00:00,227.10000610351562,,414.2099914550781
2024-11-21 14:59:00+00:00,227.0,,414.0450134277344
2024-11-21 15:00:00+00:00,226.58999633789062,,413.2449951171875
2024-11-21 15:01:00+00:00,226.58999633789062,,412.8299865722656
2024-11-21 15:02:00+00:00,226.42999267578125,,412.7850036621094
2024-11-21 15:03:00+00:00,226.32000732421875,,413.193115234375
2024-11-21 15:04:00+00:00,226.02999877929688,,412.625
2024-11-21 15:05:00+00:00,226.0,,412.7998962402344
2024-11-21 15:06:00+00:00,226.0052032470703,,412.6000061035156
2024-11-21 15:07:00+00:00,225.8730010986328,,412.3500061035156
2024-11-21 15:08:00+00:00,226.16000366210938,,412.5400085449219
2024-11-21 15:09:00+00:00,226.0449981689453,,412.4100036621094
2024-11-21 15:10:00+00:00,226.08999633789062,,412.3996887207031
2024-11-21 15:11:00+00:00,225.9698944091797,,412.30999755859375
2024-11-21 15:12:00+00:00,226.4199981689453,,412.8949890136719
2024-11-21 15:13:00+00:00,226.72000122070312,,413.6000061035156
2024-11-21 15:14:00+00:00,226.80999755859375,,413.5474853515625
2024-11-21 15:15:00+00:00,227.0399932861328,,414.19500732421875
2024-11-21 15:16:00+00:00,227.02000427246094,,414.1650085449219
2024-11-21 15:17:00+00:00,226.87210083007812,,413.70001220703125
2024-11-21 15:18:00+00:00,227.0720977783203,,413.7049865722656
2024-11-21 15:19:00+00:00,227.0399932861328,,413.9100036621094
2024-11-21 15:20:00+00:00,227.1199951171875,,413.9599914550781
2024-11-21 15:21:00+00:00,227.19000244140625,,413.8299865722656
2024-11-21 15:22:00+00:00,226.7899932861328,,413.2900085449219
2024-11-21 15:23:00+00:00,226.55999755859375,,412.5050048828125
2024-11-21 15:24:00+00:00,226.22000122070312,,412.17999267578125
2024-11-21 15:25:00+00:00,226.09500122070312,,412.07000732421875
2024-11-21 15:26:00+00:00,226.00999450683594,,411.9881896972656
2024-11-21 15:27:00+00:00,226.05999755859375,,411.82000732421875
2024-11-21 15:28:00+00:00,226.00999450683594,,411.4700012207031
2024-11-21 15:29:00+00:00,225.9499969482422,,411.2078857421875
2024-11-21 15:30:00+00:00,225.9149932861328,,411.17999267578125
2024-11-21 15:31:00+00:00,226.05999755859375,,411.1300048828125
2024-11-21 15:32:00+00:00,226.08050537109375,,410.7200012207031
2024-11-21 15:33:00+00:00,226.16000366210938,,410.8949890136719
2024-11-21 15:34:00+00:00,226.25999450683594,,410.8175048828125
2024-11-21 15:35:00+00:00,226.47000122070312,,410.8692932128906
2024-11-21 15:36:00+00:00,226.49000549316406,,411.0799865722656
2024-11-21 15:37:00+00:00,226.2899932861328,,410.4963073730469
2024-11-21 15:38:00+00:00,226.4949951171875,,410.739990234375
2024-11-21 15:39:00+00:00,226.41000366210938,,410.3900146484375
2024-11-21 15:40:00+00:00,226.58999633789062,,410.7200012207031
2024-11-21 15:41:00+00:00,226.57000732421875,,410.8800048828125
2024-11-21 15:42:00+00:00,226.77000427246094,,411.25030517578125
2024-11-21 15:43:00+00:00,226.97500610351562,,411.3244934082031
2024-11-21 15:44:00+00:00,226.97999572753906,,411.3299865722656
2024-11-21 15:45:00+00:00,227.07000732421875,,411.6050109863281
2024-11-21 15:46:00+00:00,227.05999755859375,,412.1400146484375
2024-11-21 15:47:00+00:00,227.1750030517578,,412.2349853515625
2024-11-21 15:48:00+00:00,227.3249969482422,,412.4949951171875
2024-11-21 15:49:00+00:00,227.27000427246094,,412.6000061035156
2024-11-21 15:50:00+00:00,227.24000549316406,,412.3900146484375
2024-11-21 15:51:00+00:00,227.22000122070312,,412.6199951171875
2024-11-21 15:52:00+00:00,227.14999389648438,,412.29998779296875
2024-11-21 15:53:00+00:00,227.1199951171875,,412.1400146484375
2024-11-21 15:54:00+00:00,227.47000122070312,,413.1099853515625
2024-11-21 15:55:00+00:00,227.625,,413.5799865722656
2024-11-21 15:56:00+00:00,228.0,,413.82501220703125
2024-11-21 15:57:00+00:00,228.24009704589844,,413.864990234375
2024-11-21 15:58:00+00:00,228.3000030517578,,413.6499938964844
2024-11-21 15:59:00+00:00,228.33999633789062,,413.7850036621094
2024-11-21 16:00:00+00:00,228.50999450683594,,414.2170104980469
2024-11-21 16:01:00+00:00,228.4499969482422,,413.93109130859375
2024-11-21 16:02:00+00:00,228.2241973876953,,413.8800048828125
2024-11-21 16:03:00+00:00,228.3419952392578,,414.04998779296875
2024-11-21 16:04:00+00:00,228.31419372558594,,414.1700134277344
2024-11-21 16:05:00+00:00,228.24009704589844,,414.07000732421875
2024-11-21 16:06:00+00:00,228.3300018310547,,414.20001220703125
2024-11-21 16:08:00+00:00,228.35000610351562,,414.3399963378906
