Datetime,AAPL,GOOG,MSFT
2024-11-21 15:08:00+00:00,226.16000366210938,168.23500061035156,412.5400085449219
2024-11-21 15:09:00+00:00,226.0449981689453,168.0050048828125,412.4100036621094
2024-11-21 15:10:00+00:00,226.08999633789062,167.86000061035156,412.3996887207031
2024-11-21 15:11:00+00:00,225.9698944091797,167.52999877929688,412.30999755859375
2024-11-21 15:12:00+00:00,226.4199981689453,167.63499450683594,412.8949890136719
2024-11-21 15:13:00+00:00,226.72000122070312,167.78390502929688,413.6000061035156
2024-11-21 15:14:00+00:00,226.80999755859375,168.13999938964844,413.5474853515625
2024-11-21 15:15:00+00:00,227.0399932861328,168.67379760742188,414.19500732421875
2024-11-21 15:16:00+00:00,227.02000427246094,168.53990173339844,414.1650085449219
2024-11-21 15:17:00+00:00,226.87210083007812,168.39999389648438,413.70001220703125
2024-11-21 15:18:00+00:00,227.0720977783203,168.3249969482422,413.7049865722656
2024-11-21 15:19:00+00:00,227.0399932861328,168.51510620117188,413.9100036621094
2024-11-21 15:20:00+00:00,227.1199951171875,168.67999267578125,413.9599914550781
2024-11-21 15:21:00+00:00,227.17999267578125,168.64999389648438,413.8999938964844
2024-11-21 15:23:00+00:00,226.55999755859375,168.33999633789062,412.5050048828125
2024-11-21 15:24:00+00:00,226.22000122070312,167.9600067138672,412.17999267578125
2024-11-21 15:25:00+00:00,226.09500122070312,167.93710327148438,412.07000732421875
2024-11-21 15:26:00+00:00,226.00999450683594,167.7899932861328,411.9881896972656
2024-11-21 15:27:00+00:00,226.05999755859375,167.47999572753906,411.82000732421875
2024-11-21 15:28:00+00:00,226.00999450683594,167.4600067138672,411.4700012207031
2024-11-21 15:29:00+00:00,225.9499969482422,167.25999450683594,411.2078857421875
2024-11-21 15:30:00+00:00,225.9149932861328,167.17999267578125,411.17999267578125
2024-11-21 15:31:00+00:00,226.05999755859375,167.1898956298828,411.1300048828125
2024-11-21 15:32:00+00:00,226.08050537109375,167.24000549316406,410.7200012207031
2024-11-21 15:33:00+00:00,226.16000366210938,167.3300018310547,410.8949890136719
2024-11-21 15:34:00+00:00,226.25999450683594,167.35000610351562,410.8175048828125
2024-11-21 15:35:00+00:00,226.47000122070312,167.1555938720703,410.8692932128906
2024-11-21 15:36:00+00:00,226.49000549316406,167.22000122070312,411.0799865722656
2024-11-21 15:37:00+00:00,226.2899932861328,166.93600463867188,410.4963073730469
2024-11-21 15:38:00+00:00,226.4949951171875,166.83749389648438,410.739990234375
2024-11-21 15:39:00+00:00,226.41000366210938,166.6300048828125,410.3900146484375
2024-11-21 15:40:00+00:00,226.58999633789062,166.57000732421875,410.7200012207031
2024-11-21 15:41:00+00:00,226.57000732421875,166.41000366210938,410.8800048828125
2024-11-21 15:42:00+00:00,226.77000427246094,166.56500244140625,411.25030517578125
2024-11-21 15:43:00+00:00,226.97500610351562,166.36000061035156,411.3244934082031
2024-11-21 15:44:00+00:00,226.97999572753906,165.97000122070312,411.3299865722656
2024-11-21 15:45:00+00:00,227.07000732421875,165.8300018310547,411.6050109863281
2024-11-21 15:46:00+00:00,227.05999755859375,165.6199951171875,412.1400146484375
2024-11-21 15:47:00+00:00,227.1750030517578,165.5850067138672,412.2349853515625
2024-11-21 15:48:00+00:00,227.3249969482422,165.46499633789062,412.4949951171875
2024-11-21 15:49:00+00:00,227.27000427246094,166.0800018310547,412.6000061035156
2024-11-21 15:50:00+00:00,227.24000549316406,166.0684051513672,412.3900146484375
2024-11-21 15:51:00+00:00,227.22000122070312,165.697998046875,412.6199951171875
2024-11-21 15:52:00+00:00,227.14999389648438,165.72000122070312,412.29998779296875
2024-11-21 15:53:00+00:00,227.1199951171875,165.83990478515625,412.1400146484375
2024-11-21 15:54:00+00:00,227.47000122070312,166.11000061035156,413.1099853515625
2024-11-21 15:55:00+00:00,227.625,166.22999572753906,413.5799865722656
2024-11-21 15:56:00+00:00,228.0,166.4199981689453,413.82501220703125
2024-11-21 15:57:00+00:00,228.24009704589844,166.61000061035156,413.864990234375
2024-11-21 15:58:00+00:00,228.3000030517578,166.94000244140625,413.6499938964844
2024-11-21 15:59:00+00:00,228.33999633789062,166.88999938964844,413.7850036621094
2024-11-21 16:00:00+00:00,228.50999450683594,166.74000549316406,414.2170104980469
2024-11-21 16:01:00+00:00,228.4499969482422,166.4499053955078,413.93109130859375
2024-11-21 16:02:00+00:00,228.2241973876953,165.94000244140625,413.8800048828125
2024-11-21 16:03:00+00:00,228.3419952392578,166.1699981689453,414.04998779296875
2024-11-21 16:04:00+00:00,228.31419372558594,166.1699981689453,414.1700134277344
2024-11-21 16:05:00+00:00,228.24009704589844,165.97000122070312,414.07000732421875
2024-11-21 16:06:00+00:00,228.41000366210938,165.97000122070312,414.3999938964844
2024-11-21 16:07:00+00:00,228.27999877929688,166.07000732421875,414.4200134277344
2024-11-21 16:08:00+00:00,228.35000610351562,166.16000366210938,414.3399963378906
2024-11-21 16:09:00+00:00,228.22129821777344,166.25999450683594,414.0899963378906
2024-11-21 16:10:00+00:00,228.2899932861328,166.41000366210938,414.2099914550781
2024-11-21 16:11:00+00:00,228.57000732421875,166.61000061035156,414.489990234375
2024-11-21 16:12:00+00:00,228.62399291992188,166.52000427246094,414.2898864746094
2024-11-21 16:13:00+00:00,228.77000427246094,166.58999633789062,414.29998779296875
2024-11-21 16:14:00+00:00,228.8300018310547,166.6699981689453,414.6000061035156
2024-11-21 16:15:00+00:00,228.75999450683594,166.75999450683594,414.3699951171875
2024-11-21 16:16:00+00:00,228.6999969482422,166.5749969482422,414.2200012207031
2024-11-21 16:17:00+00:00,228.63999938964844,166.5,414.17999267578125
2024-11-21 16:18:00+00:00,228.72000122070312,166.38999938964844,414.5
2024-11-21 16:19:00+00:00,228.5800018310547,166.27999877929688,414.239990234375
2024-11-21 16:20:00+00:00,228.48699951171875,166.25999450683594,414.260009765625
2024-11-21 16:21:00+00:00,228.6699981689453,166.4600067138672,414.54998779296875
2024-11-21 16:22:00+00:00,,166.45599365234375,414.614990234375
