,AAPL,GOOG,MSFT
2025-01-08 14:30:00+00:00,241.68499755859375,,423.54998779296875
2025-01-08 14:31:00+00:00,241.47500610351562,,423.8349914550781
2025-01-08 14:32:00+00:00,241.14500427246094,,422.8550109863281
2025-01-08 14:33:00+00:00,240.82249450683594,,422.95001220703125
2025-01-08 14:34:00+00:00,241.25,,423.95001220703125
2025-01-08 14:35:00+00:00,240.69000244140625,,423.69500732421875
2025-01-08 14:36:00+00:00,240.8699951171875,,423.9100036621094
2025-01-08 14:37:00+00:00,240.41000366210938,,423.875
2025-01-08 14:38:00+00:00,240.6199951171875,,423.739990234375
2025-01-08 14:39:00+00:00,240.3699951171875,,423.6300048828125
2025-01-08 14:40:00+00:00,240.5500030517578,,424.5199890136719
2025-01-08 14:41:00+00:00,240.77000427246094,,424.82000732421875
2025-01-08 14:42:00+00:00,240.83999633789062,,424.6650085449219
2025-01-08 14:43:00+00:00,241.10499572753906,,424.5
2025-01-08 14:44:00+00:00,241.16000366210938,,424.760009765625
2025-01-08 14:45:00+00:00,241.13999938964844,,424.8900146484375
2025-01-08 14:46:00+00:00,240.75,,424.5
2025-01-08 14:47:00+00:00,241.1199951171875,,424.7799987792969
2025-01-08 14:48:00+00:00,241.2100067138672,,424.6700134277344
2025-01-08 14:49:00+00:00,241.52999877929688,,425.17999267578125
2025-01-08 14:50:00+00:00,241.1999969482422,,424.9200134277344
2025-01-08 14:51:00+00:00,241.35499572753906,,425.5799865722656
2025-01-08 14:52:00+00:00,240.97500610351562,,424.82000732421875
2025-01-08 14:53:00+00:00,240.72999572753906,,424.1805114746094
2025-01-08 14:54:00+00:00,240.85000610351562,,424.3800048828125
2025-01-08 14:55:00+00:00,240.9499969482422,,425.05499267578125
2025-01-08 14:56:00+00:00,241.0325927734375,,425.3883056640625
2025-01-08 14:57:00+00:00,240.9499969482422,,425.3699951171875
2025-01-08 14:58:00+00:00,241.05499267578125,,425.57000732421875
2025-01-08 14:59:00+00:00,240.92860412597656,,425.7200012207031
2025-01-08 15:00:00+00:00,241.1696014404297,,426.2004089355469
2025-01-08 15:01:00+00:00,241.07000732421875,,426.1099853515625
2025-01-08 15:02:00+00:00,241.3343048095703,,426.4100036621094
2025-01-08 15:03:00+00:00,241.42359924316406,,426.05499267578125
2025-01-08 15:04:00+00:00,241.3000030517578,,425.8399963378906
2025-01-08 15:05:00+00:00,241.2528076171875,,426.1000061035156
2025-01-08 15:06:00+00:00,241.1199951171875,,426.2099914550781
2025-01-08 15:07:00+00:00,241.125,,426.29998779296875
2025-01-08 15:08:00+00:00,241.11000061035156,,426.2749938964844
2025-01-08 15:09:00+00:00,241.1320037841797,,426.66900634765625
2025-01-08 15:10:00+00:00,241.30999755859375,,425.6400146484375
2025-01-08 15:11:00+00:00,241.41000366210938,,425.6300048828125
2025-01-08 15:12:00+00:00,241.6300048828125,,425.9649963378906
2025-01-08 15:13:00+00:00,241.22999572753906,,425.5299987792969
2025-01-08 15:14:00+00:00,241.5030059814453,,425.4200134277344
2025-01-08 15:15:00+00:00,241.6627960205078,,425.25
2025-01-08 15:16:00+00:00,241.75999450683594,,425.1700134277344
2025-01-08 15:17:00+00:00,241.89720153808594,,425.0199890136719
2025-01-08 15:18:00+00:00,242.1522979736328,,425.3999938964844
2025-01-08 15:19:00+00:00,242.22999572753906,,425.760009765625
2025-01-08 15:20:00+00:00,241.85000610351562,,425.57000732421875
2025-01-08 15:21:00+00:00,242.08999633789062,,425.510009765625
2025-01-08 15:22:00+00:00,242.02999877929688,,425.4200134277344
2025-01-08 15:23:00+00:00,242.52999877929688,,425.881591796875
2025-01-08 15:24:00+00:00,242.61000061035156,,426.1700134277344
2025-01-08 15:25:00+00:00,242.49000549316406,,426.2825012207031
2025-01-08 15:26:00+00:00,242.80050659179688,,426.32940673828125
2025-01-08 15:27:00+00:00,242.75,,426.0299987792969
2025-01-08 15:28:00+00:00,242.4499969482422,,425.860107421875
2025-01-08 15:29:00+00:00,242.40989685058594,,425.9100036621094
2025-01-08 15:30:00+00:00,242.58200073242188,,426.0199890136719
2025-01-08 15:31:00+00:00,242.25999450683594,,425.5
2025-01-08 15:32:00+00:00,242.1699981689453,,425.3399963378906
2025-01-08 15:33:00+00:00,242.2899932861328,,425.375
2025-01-08 15:34:00+00:00,242.36000061035156,,425.385009765625
2025-01-08 15:35:00+00:00,242.6300048828125,,425.875
2025-01-08 15:36:00+00:00,242.79010009765625,,425.94500732421875
2025-01-08 15:37:00+00:00,242.97999572753906,,426.2900085449219
2025-01-08 15:38:00+00:00,242.69500732421875,,425.7300109863281
2025-01-08 15:39:00+00:00,242.5800018310547,,425.6499938964844
2025-01-08 15:40:00+00:00,242.63499450683594,,425.7049865722656
2025-01-08 15:41:00+00:00,242.64999389648438,,425.7699890136719
2025-01-08 15:42:00+00:00,242.60499572753906,,425.4700012207031
2025-01-08 15:43:00+00:00,242.77000427246094,,425.5400085449219
2025-01-08 15:44:00+00:00,242.72000122070312,,425.5199890136719
