,AAPL,GOOG,MSFT
2025-01-15 14:30:00+00:00,235.77499389648438,194.35000610351562,
2025-01-15 14:31:00+00:00,236.52999877929688,194.76980590820312,
2025-01-15 14:32:00+00:00,236.40859985351562,194.5050048828125,
2025-01-15 14:33:00+00:00,236.66000366210938,194.41000366210938,
2025-01-15 14:34:00+00:00,236.7899932861328,194.27999877929688,
2025-01-15 14:35:00+00:00,236.80990600585938,194.38999938964844,
2025-01-15 14:36:00+00:00,237.10000610351562,193.94000244140625,
2025-01-15 14:37:00+00:00,236.74000549316406,193.69000244140625,
2025-01-15 14:38:00+00:00,236.9600067138672,193.7100067138672,
2025-01-15 14:39:00+00:00,236.9290008544922,193.47999572753906,
2025-01-15 14:40:00+00:00,237.12890625,193.57000732421875,
2025-01-15 14:41:00+00:00,237.10009765625,193.77499389648438,
2025-01-15 14:42:00+00:00,237.0500946044922,193.69000244140625,
2025-01-15 14:43:00+00:00,237.3970947265625,193.77000427246094,
2025-01-15 14:44:00+00:00,237.35000610351562,193.75999450683594,
2025-01-15 14:45:00+00:00,237.58999633789062,193.88999938964844,
2025-01-15 14:46:00+00:00,237.5758056640625,194.0800018310547,
2025-01-15 14:47:00+00:00,237.42999267578125,194.61000061035156,
2025-01-15 14:48:00+00:00,237.6300048828125,194.67999267578125,
2025-01-15 14:49:00+00:00,237.8699951171875,194.82000732421875,
2025-01-15 14:50:00+00:00,237.67999267578125,194.73779296875,
2025-01-15 14:51:00+00:00,237.875,194.71279907226562,
2025-01-15 14:52:00+00:00,237.9149932861328,194.83999633789062,
2025-01-15 14:53:00+00:00,237.80999755859375,194.74000549316406,
2025-01-15 14:54:00+00:00,237.431396484375,194.3300018310547,
2025-01-15 14:55:00+00:00,237.25619506835938,194.27999877929688,
2025-01-15 14:56:00+00:00,237.3800048828125,194.4949951171875,
2025-01-15 14:57:00+00:00,237.38999938964844,194.4499969482422,
2025-01-15 14:58:00+00:00,237.44500732421875,194.66000366210938,
2025-01-15 14:59:00+00:00,237.35000610351562,194.66000366210938,
2025-01-15 15:00:00+00:00,237.75999450683594,194.61000061035156,
2025-01-15 15:01:00+00:00,237.9600067138672,194.88999938964844,
2025-01-15 15:02:00+00:00,237.9499969482422,194.88999938964844,
2025-01-15 15:03:00+00:00,238.16000366210938,194.80999755859375,
2025-01-15 15:04:00+00:00,238.2449951171875,194.99000549316406,
2025-01-15 15:05:00+00:00,237.97000122070312,194.98500061035156,
2025-01-15 15:06:00+00:00,237.88999938964844,195.00999450683594,
2025-01-15 15:07:00+00:00,237.72999572753906,194.82000732421875,
2025-01-15 15:08:00+00:00,237.889892578125,195.3300018310547,
2025-01-15 15:09:00+00:00,237.56500244140625,195.25,
2025-01-15 15:10:00+00:00,237.61500549316406,195.22000122070312,
2025-01-15 15:11:00+00:00,237.52999877929688,195.2100067138672,
2025-01-15 15:12:00+00:00,237.72000122070312,195.3524932861328,
2025-01-15 15:13:00+00:00,237.72000122070312,195.2899932861328,
2025-01-15 15:14:00+00:00,237.50999450683594,195.13499450683594,
2025-01-15 15:15:00+00:00,237.5500030517578,195.35000610351562,
2025-01-15 15:16:00+00:00,237.51499938964844,195.5500030517578,
2025-01-15 15:17:00+00:00,237.67860412597656,195.70640563964844,
2025-01-15 15:18:00+00:00,237.67999267578125,195.8300018310547,
2025-01-15 15:19:00+00:00,237.8800048828125,195.88999938964844,
2025-01-15 15:20:00+00:00,237.90499877929688,195.86500549316406,
2025-01-15 15:21:00+00:00,237.97999572753906,196.11000061035156,
2025-01-15 15:22:00+00:00,238.0399932861328,196.05760192871094,
2025-01-15 15:23:00+00:00,237.83999633789062,196.0319061279297,
2025-01-15 15:24:00+00:00,237.83999633789062,196.0500030517578,
2025-01-15 15:25:00+00:00,237.6999969482422,195.6999969482422,
2025-01-15 15:26:00+00:00,237.8300018310547,195.70840454101562,
2025-01-15 15:27:00+00:00,237.82000732421875,195.80999755859375,
2025-01-15 15:28:00+00:00,237.96409606933594,195.67999267578125,
2025-01-15 15:29:00+00:00,237.92010498046875,195.8699951171875,
2025-01-15 15:30:00+00:00,238.08599853515625,195.6529998779297,
2025-01-15 15:31:00+00:00,238.10000610351562,195.56649780273438,
2025-01-15 15:32:00+00:00,238.30999755859375,195.77000427246094,
2025-01-15 15:33:00+00:00,237.99000549316406,195.57000732421875,
2025-01-15 15:34:00+00:00,237.77999877929688,195.77459716796875,
2025-01-15 15:35:00+00:00,237.58999633789062,195.91000366210938,
2025-01-15 15:36:00+00:00,237.58090209960938,195.75999450683594,
2025-01-15 15:37:00+00:00,237.72999572753906,196.17999267578125,
2025-01-15 15:38:00+00:00,238.02999877929688,196.2602996826172,
2025-01-15 15:39:00+00:00,238.08999633789062,196.1300048828125,
2025-01-15 15:40:00+00:00,238.03500366210938,195.97000122070312,
2025-01-15 15:41:00+00:00,238.02999877929688,195.99000549316406,
2025-01-15 15:42:00+00:00,238.0399932861328,195.9600067138672,
2025-01-15 15:43:00+00:00,237.94500732421875,196.13999938964844,
2025-01-15 15:44:00+00:00,238.0,196.2100067138672,
2025-01-15 15:45:00+00:00,238.093505859375,196.1699981689453,
2025-01-15 15:46:00+00:00,237.98800659179688,196.08999633789062,
2025-01-15 15:47:00+00:00,238.07000732421875,196.05999755859375,
2025-01-15 15:48:00+00:00,238.0500030517578,196.0500030517578,
2025-01-15 15:49:00+00:00,238.00999450683594,196.15750122070312,
2025-01-15 15:50:00+00:00,238.11390686035156,196.14999389648438,
2025-01-15 15:51:00+00:00,237.88999938964844,196.00999450683594,
2025-01-15 15:52:00+00:00,237.97999572753906,196.14999389648438,
2025-01-15 15:53:00+00:00,237.99000549316406,196.11000061035156,
2025-01-15 15:54:00+00:00,237.97999572753906,196.0449981689453,
2025-01-15 15:55:00+00:00,238.1699981689453,196.07000732421875,
2025-01-15 15:56:00+00:00,238.10000610351562,195.8699951171875,
2025-01-15 15:57:00+00:00,238.11500549316406,195.77000427246094,
2025-01-15 15:58:00+00:00,237.9600067138672,195.47999572753906,
2025-01-15 15:59:00+00:00,237.97500610351562,195.32000732421875,
2025-01-15 16:00:00+00:00,238.4499969482422,195.6571044921875,
2025-01-15 16:01:00+00:00,238.52780151367188,195.60000610351562,
2025-01-15 16:02:00+00:00,238.39300537109375,195.60000610351562,
2025-01-15 16:03:00+00:00,238.1970977783203,195.5500030517578,
2025-01-15 16:04:00+00:00,238.2050018310547,195.6699981689453,
2025-01-15 16:05:00+00:00,238.1999969482422,195.70030212402344,
2025-01-15 16:06:00+00:00,237.99569702148438,195.8000030517578,
2025-01-15 16:07:00+00:00,237.88999938964844,195.63499450683594,
2025-01-15 16:08:00+00:00,237.77999877929688,195.67999267578125,
2025-01-15 16:09:00+00:00,237.91000366210938,195.80999755859375,
2025-01-15 16:10:00+00:00,237.95750427246094,195.9600067138672,
2025-01-15 16:11:00+00:00,237.9550018310547,195.93919372558594,
2025-01-15 16:12:00+00:00,238.09010314941406,196.10000610351562,
2025-01-15 16:13:00+00:00,238.0500030517578,196.1699981689453,
2025-01-15 16:14:00+00:00,237.91000366210938,196.14999389648438,
2025-01-15 16:15:00+00:00,238.0500030517578,196.0399932861328,
2025-01-15 16:16:00+00:00,237.91000366210938,195.7949981689453,
2025-01-15 16:17:00+00:00,237.9499969482422,195.7899932861328,
2025-01-15 16:18:00+00:00,237.8813934326172,195.82000732421875,
2025-01-15 16:19:00+00:00,237.9199981689453,195.8000030517578,
2025-01-15 16:20:00+00:00,237.7449951171875,195.64999389648438,
2025-01-15 16:21:00+00:00,237.57000732421875,195.4499969482422,
2025-01-15 16:22:00+00:00,237.8031005859375,195.8699951171875,
2025-01-15 16:23:00+00:00,237.78500366210938,195.83999633789062,
2025-01-15 16:24:00+00:00,237.7949981689453,195.72999572753906,
2025-01-15 16:25:00+00:00,,195.69000244140625,
2025-01-15 16:26:00+00:00,237.4499969482422,195.82000732421875,
2025-01-15 16:27:00+00:00,237.4499969482422,195.80999755859375,
2025-01-15 16:28:00+00:00,237.3800048828125,195.75999450683594,
2025-01-15 16:29:00+00:00,237.40069580078125,195.74000549316406,
2025-01-15 16:30:00+00:00,237.22000122070312,195.55599975585938,
2025-01-15 16:31:00+00:00,237.19000244140625,195.39999389648438,
2025-01-15 16:32:00+00:00,236.99290466308594,195.30999755859375,
2025-01-15 16:33:00+00:00,237.1999053955078,195.47000122070312,
2025-01-15 16:34:00+00:00,237.07000732421875,195.27999877929688,
2025-01-15 16:35:00+00:00,237.2100067138672,195.4149932861328,
2025-01-15 16:36:00+00:00,237.1999969482422,195.44000244140625,
2025-01-15 16:37:00+00:00,237.22999572753906,195.38999938964844,
2025-01-15 16:38:00+00:00,237.13999938964844,195.5,
2025-01-15 16:39:00+00:00,237.05999755859375,195.37989807128906,
2025-01-15 16:40:00+00:00,237.19000244140625,195.42999267578125,
2025-01-15 16:41:00+00:00,237.14500427246094,195.47000122070312,
2025-01-15 16:42:00+00:00,237.17140197753906,195.4499969482422,
2025-01-15 16:43:00+00:00,237.10000610351562,195.32000732421875,
2025-01-15 16:44:00+00:00,237.00999450683594,195.19000244140625,
2025-01-15 16:45:00+00:00,237.02000427246094,195.21499633789062,
2025-01-15 16:46:00+00:00,236.88270568847656,195.19830322265625,
2025-01-15 16:47:00+00:00,236.94000244140625,195.25999450683594,
2025-01-15 16:48:00+00:00,236.89999389648438,195.19000244140625,
2025-01-15 16:49:00+00:00,236.9499969482422,195.2899932861328,
2025-01-15 16:50:00+00:00,236.8699951171875,195.19000244140625,
2025-01-15 16:51:00+00:00,236.9600067138672,195.2624969482422,
2025-01-15 16:52:00+00:00,236.84280395507812,195.0,
2025-01-15 16:53:00+00:00,236.7100067138672,194.94000244140625,
2025-01-15 16:54:00+00:00,236.80999755859375,195.13499450683594,
2025-01-15 16:55:00+00:00,236.88690185546875,195.10499572753906,
2025-01-15 16:56:00+00:00,236.7100067138672,195.08009338378906,
2025-01-15 16:57:00+00:00,236.5449981689453,194.97000122070312,
2025-01-15 16:58:00+00:00,236.7100067138672,195.00999450683594,
2025-01-15 16:59:00+00:00,236.77499389648438,194.99229431152344,
2025-01-15 17:00:00+00:00,236.67999267578125,194.8800048828125,
2025-01-15 17:01:00+00:00,236.86000061035156,194.9550018310547,
2025-01-15 17:02:00+00:00,237.08999633789062,195.19000244140625,
2025-01-15 17:03:00+00:00,237.05999755859375,195.13999938964844,
2025-01-15 17:04:00+00:00,237.1649932861328,195.25,
2025-01-15 17:05:00+00:00,237.2052001953125,195.32980346679688,
2025-01-15 17:06:00+00:00,237.32139587402344,195.38999938964844,
2025-01-15 17:07:00+00:00,237.42599487304688,195.27000427246094,
2025-01-15 17:08:00+00:00,237.3406982421875,195.27000427246094,
2025-01-15 17:09:00+00:00,237.531005859375,195.36000061035156,
2025-01-15 17:10:00+00:00,237.39230346679688,195.38999938964844,
2025-01-15 17:11:00+00:00,237.31500244140625,195.32000732421875,
2025-01-15 17:12:00+00:00,237.47000122070312,195.38189697265625,
2025-01-15 17:13:00+00:00,237.50860595703125,195.36000061035156,
2025-01-15 17:14:00+00:00,237.44500732421875,195.39500427246094,
2025-01-15 17:15:00+00:00,237.39999389648438,195.35499572753906,
2025-01-15 17:16:00+00:00,237.4199981689453,195.447998046875,
2025-01-15 17:17:00+00:00,237.41000366210938,195.38999938964844,
2025-01-15 17:18:00+00:00,237.4149932861328,195.39700317382812,
2025-01-15 17:19:00+00:00,237.22000122070312,195.35000610351562,
2025-01-15 17:20:00+00:00,237.3699951171875,195.4199981689453,
2025-01-15 17:21:00+00:00,237.41009521484375,195.42999267578125,
2025-01-15 17:22:00+00:00,237.25,195.3560028076172,
2025-01-15 17:23:00+00:00,237.19000244140625,195.30999755859375,
2025-01-15 17:24:00+00:00,237.22000122070312,195.3123016357422,
2025-01-15 17:25:00+00:00,237.1699981689453,195.36000061035156,
2025-01-15 17:26:00+00:00,237.2899932861328,195.38999938964844,
2025-01-15 17:27:00+00:00,237.24000549316406,195.50999450683594,
2025-01-15 17:28:00+00:00,237.15499877929688,195.52999877929688,
2025-01-15 17:29:00+00:00,237.11990356445312,195.5399932861328,
2025-01-15 17:30:00+00:00,237.27999877929688,195.60009765625,
2025-01-15 17:31:00+00:00,237.34500122070312,195.75979614257812,
2025-01-15 17:32:00+00:00,237.2899932861328,195.77000427246094,
2025-01-15 17:33:00+00:00,237.27000427246094,195.7449951171875,
2025-01-15 17:34:00+00:00,237.2550048828125,195.66000366210938,
2025-01-15 17:35:00+00:00,237.29750061035156,195.7071990966797,
2025-01-15 17:36:00+00:00,237.36000061035156,195.7899932861328,
2025-01-15 17:37:00+00:00,237.42999267578125,195.6999969482422,
2025-01-15 17:38:00+00:00,237.3800048828125,195.7667999267578,
2025-01-15 17:39:00+00:00,237.47999572753906,195.82000732421875,
2025-01-15 17:40:00+00:00,237.53500366210938,195.74000549316406,
2025-01-15 17:41:00+00:00,237.4727020263672,195.8000030517578,
2025-01-15 17:42:00+00:00,237.48500061035156,195.71499633789062,
2025-01-15 17:43:00+00:00,237.5,195.66000366210938,
2025-01-15 17:44:00+00:00,237.50999450683594,195.63999938964844,
2025-01-15 17:45:00+00:00,237.6300048828125,195.57000732421875,
2025-01-15 17:46:00+00:00,237.5500946044922,195.5500030517578,
2025-01-15 17:47:00+00:00,237.58999633789062,195.61000061035156,
2025-01-15 17:48:00+00:00,237.72999572753906,195.72999572753906,
2025-01-15 17:49:00+00:00,237.64500427246094,195.80999755859375,
2025-01-15 17:50:00+00:00,237.49000549316406,195.77000427246094,
2025-01-15 17:51:00+00:00,237.42059326171875,195.71499633789062,
2025-01-15 17:52:00+00:00,237.38999938964844,195.60499572753906,
2025-01-15 17:53:00+00:00,237.47999572753906,195.6300048828125,
2025-01-15 17:54:00+00:00,237.5,195.66000366210938,
2025-01-15 17:55:00+00:00,237.35000610351562,195.50999450683594,
2025-01-15 17:56:00+00:00,237.4499969482422,195.64999389648438,
2025-01-15 17:57:00+00:00,237.3614044189453,195.69000244140625,
2025-01-15 17:58:00+00:00,237.35450744628906,195.6300048828125,
2025-01-15 17:59:00+00:00,237.19000244140625,195.5792999267578,
